"school_code","school_name","school_address1","school_address2","school_city","school_province","school_postal_code","school_phone","authority_type","latitude","longitude","school_updated","school_authority_code","ecs","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total","start_year","end_year","enrollment_updated"
"2040","Ecole Pere Kenneth Kearns Catholic School","8 Sandpiper Drive","","Sherwood Park","AB","T8A0B6","(780) 467-7135","Separate","53.5240243","-113.2927826","2017-03-16 21:15:31","0046","55","38","41","38","45","36","43","0","0","0","0","0","0","296","2012","2013","2017-03-16 22:33:43"
"2041","Archbishop Jordan Catholic High School","4001 Emerald Drive","","Sherwood Park","AB","T8H0P5","(780) 467-2121","Separate","53.566494896259","-113.28728244415","2017-03-16 21:15:31","0046","0","0","0","0","0","0","0","0","0","0","263","253","281","797","2012","2013","2017-03-16 22:33:43"
"2045","Jean Vanier Catholic School","109 Georgian Way","","Sherwood Park","AB","T8A3K9","(780) 467-3633","Separate","53.536037613471","-113.2832680344","2017-03-16 21:15:31","0046","16","12","17","18","17","18","25","47","45","58","0","0","0","273","2012","2013","2017-03-16 22:33:43"
"2046","Madonna Catholic School","15 Main Boulevard","","Sherwood Park","AB","T8A3N3","(780) 467-7972","Separate","53.537971071273","-113.31604837302","2017-03-16 21:15:31","0046","45","22","15","21","13","26","21","8","12","12","0","0","0","195","2012","2013","2017-03-16 22:33:43"
"2047","St. Theresa Catholic School","2021 Brentwood Boulevard","","Sherwood Park","AB","T8A0X2","(780) 464-4001","Separate","53.528780187321","-113.29865902447","2017-03-16 21:15:31","0046","33","21","24","38","17","45","30","30","47","45","0","0","0","330","2012","2013","2017-03-16 22:33:43"
"2051","St. Luke Catholic School","22139 South Cooking Lake","","Sherwood Park","AB","T8E1G9","(780) 922-5920","Separate","53.414502000287","-113.12797036378","2017-03-16 21:15:31","0046","14","21","18","19","22","18","14","11","18","16","0","0","0","171","2012","2013","2017-03-16 22:33:43"
"2053","Holy Redeemer Catholic School","53117 R.R. 222","","Ardrossan","AB","T8E2M8","(780) 922-4522","Separate","53.559398387644","-113.14671427249","2017-03-16 21:15:31","0046","25","24","26","28","30","22","23","26","22","9","0","0","0","235","2012","2013","2017-03-16 22:33:43"
"2098","NorQuest College (Stony Plain)","3201 - 43 Avenue","","Stony Plain","AB","T7V1L1","(780) 968-6489","Provincial","53.540141623306","-113.97550263676","2017-03-16 21:15:31","9216","0","0","0","0","0","0","0","0","0","0","10","14","0","24","2012","2013","2017-03-16 22:33:44"
"2204","Duffield School","P.O. Box 479","","Duffield","AB","T0E0N0","(780) 892-2644","Public","53.525580150564","-114.34205024937","2017-03-16 21:15:31","2305","18","16","24","18","20","25","32","42","31","47","0","0","0","273","2012","2013","2017-03-16 22:33:42"
"2205","Entwistle School","P.O. Box 128","","Entwistle","AB","T0E0S0","(780) 727-3811","Public","53.59849658621","-114.99431997496","2017-03-16 21:15:31","2305","11","15","15","10","11","12","13","12","13","6","0","0","0","118","2012","2013","2017-03-16 22:33:42"
"2207","Seba Beach School","General Delivery","","Seba Beach","AB","T0E2B0","(780) 797-3733","Public","53.560780549854","-114.73948814962","2017-03-16 21:15:31","2305","10","13","5","12","15","16","8","9","11","13","0","0","0","112","2012","2013","2017-03-16 22:33:42"
"2208","Spruce Grove Composite High School","1000 Calahoo Road","","Spruce Grove","AB","T7X2T7","(780) 962-0800","Public","53.556500620227","-113.90868977777","2017-03-16 21:15:31","2305","0","0","0","0","0","0","0","0","0","0","309","273","310","892","2012","2013","2017-03-16 22:33:42"
"2209","Memorial Composite High School","50 Westerra Centre","","Stony Plain","AB","T7Z1R3","(780) 963-2255","Public","53.5055448","-113.9863277","2017-03-16 21:15:31","2305","0","0","0","0","0","0","0","0","0","0","288","356","312","956","2012","2013","2017-03-16 22:33:42"
"2210","Stony Plain Central School","5108 - 55 Avenue","","Stony Plain","AB","T7Z1R4","(780) 963-2203","Public","53.522358926088","-114.0104989352","2017-03-16 21:15:31","2305","18","42","33","28","26","34","41","73","76","73","0","0","0","444","2012","2013","2017-03-16 22:33:42"
"2211","High Park School","40 Highridge Way","","Stony Plain","AB","T7Z1R6","(780) 963-2222","Public","53.515814","-113.987832","2017-03-16 21:15:31","2305","44","36","51","38","40","45","52","52","62","48","0","0","0","468","2012","2013","2017-03-16 22:33:42"
"2212","Wabamun School","General Delivery","","Wabamun","AB","T0E2K0","(780) 892-2271","Public","53.559813205205","-114.46749727526","2017-03-16 21:15:31","2305","17","11","18","11","11","8","12","10","7","3","0","0","0","108","2012","2013","2017-03-16 22:33:42"
"2214","Tomahawk School","P.O. Box 250","","Tomahawk","AB","T0E2H0","(780) 339-3935","Public","53.395279301804","-114.77849894112","2017-03-16 21:15:31","2305","10","12","11","13","15","13","7","13","13","9","0","0","0","116","2012","2013","2017-03-16 22:33:42"
"2217","Parkland Village School","28 - 53222, R.R. 272","","Spruce Grove","AB","T7X3X6","(780) 962-8121","Public","53.580680323587","-113.89080411603","2017-03-16 21:15:31","2305","40","38","33","29","41","0","0","0","0","0","0","0","0","181","2012","2013","2017-03-16 22:33:42"
"2219","Brookwood School","460 King Street","","Spruce Grove","AB","T7X2T6","(780) 962-3942","Public","53.5503519","-113.896551","2017-03-16 21:15:31","2305","111","113","124","102","122","0","0","0","0","0","0","0","0","572","2012","2013","2017-03-16 22:33:42"
"2220","Ecole Meridian Heights School","4119 - 43 Street","","Stony Plain","AB","T7Z1R2","(780) 963-2289","Public","53.537652","-113.992297","2017-03-16 21:15:31","2305","73","83","64","50","69","59","60","61","73","76","0","0","0","668","2012","2013","2017-03-16 22:33:42"
"2221","Woodhaven Middle School","475 King Street","","Spruce Grove","AB","T7X0A4","(780) 962-2626","Public","53.550668965108","-113.89992160371","2017-03-16 21:15:31","2305","0","0","0","0","0","94","110","103","140","110","0","0","0","557","2012","2013","2017-03-16 22:33:42"
"2224","Millgrove School","851 Calahoo Road","","Spruce Grove","AB","T7X2M1","(780) 962-6122","Public","53.552136","-113.911392","2017-03-16 21:15:31","2305","143","112","110","101","93","0","0","0","0","0","0","0","0","559","2012","2013","2017-03-16 22:33:42"
"2225","Forest Green School","5210 - 45 Street","","Stony Plain","AB","T7Z1R5","(780) 963-7366","Public","53.526070577008","-113.99672758284","2017-03-16 21:15:31","2305","35","29","43","32","37","38","34","0","0","0","0","0","0","248","2012","2013","2017-03-16 22:33:42"
"2226","Muir Lake School","53422 SH779","Mail Bag 500","Stony Plain","AB","T7Z1Y5","(780) 963-3535","Public","53.6086226","-114.0034999","2017-03-16 21:15:31","2305","39","35","41","39","43","36","50","49","50","45","0","0","0","427","2012","2013","2017-03-16 22:33:42"
"2227","Blueberry School","Mail Bag 700","","Stony Plain","AB","T7Z1Y6","(780) 963-3625","Public","53.542846549328","-114.14584419576","2017-03-16 21:15:31","2305","56","44","57","41","57","57","49","55","47","54","0","0","0","517","2012","2013","2017-03-16 22:33:42"
"2228","Ecole Broxton Park School","505 McLeod Avenue","","Spruce Grove","AB","T7X2Y5","(780) 962-0212","Public","53.543556982558","-113.89682589895","2017-03-16 21:15:31","2305","175","85","93","71","79","69","59","53","42","44","0","0","0","770","2012","2013","2017-03-16 22:33:42"
"2229","Graminia School","51101 Range Road 271","","Spruce Grove","AB","T7Y1G7","(780) 963-5035","Public","53.382919369806","-113.85823169469","2017-03-16 21:15:31","2305","47","54","59","42","44","54","55","40","68","58","0","0","0","521","2012","2013","2017-03-16 22:33:42"
"2233","Spruce Grove Composite High School Outreach","1000 Calahoo Road","","Spruce Grove","AB","T7X2T7","(780) 962-1414","Public","53.557284522506","-113.90904382936","2017-03-16 21:15:31","2305","0","0","0","0","0","0","0","0","0","0","7","44","63","114","2012","2013","2017-03-16 22:33:42"
"2234","Memorial Composite High School Outreach","200, 71 Boulder Blvd","","Stony Plain","AB","T7Z1V6","(780) 963-0840","Public","53.542941660336","-113.97966641964","2017-03-16 21:15:31","2305","0","0","0","0","0","0","0","0","0","0","100","85","242","427","2012","2013","2017-03-16 22:33:42"
"2235","Connections for Learning","4300 - 43 Street","","Stony Plain","AB","T7Z1J4","(780) 963-0507","Public","53.537016","-113.993727","2017-03-16 21:15:31","2305","0","3","11","12","12","8","8","6","9","14","19","14","27","143","2012","2013","2017-03-16 22:33:42"
"2271","St. Joseph Catholic School","195 Weston Drive","","Spruce Grove","AB","T7X1V1","(780) 962-8788","Separate","53.546667","-113.919208","2017-03-16 21:15:31","0048","77","52","75","56","68","0","0","0","0","0","0","0","0","328","2012","2013","2017-03-16 22:33:43"
"2272","St. John Paul II Catholic School","5801 - 48 Street","","Stony Plain","AB","T7Z1R7","(780) 963-2526","Separate","53.519675","-113.999675","2017-03-16 21:15:31","0048","68","73","59","73","77","79","69","61","73","0","0","0","0","632","2012","2013","2017-03-16 22:33:43"
"2273","St. Marguerite Catholic School","395 Grove Drive","","Spruce Grove","AB","T7X2Y7","(780) 962-8787","Separate","53.556857","-113.887453","2017-03-16 21:15:31","0048","68","64","67","60","53","0","0","0","0","0","0","0","0","312","2012","2013","2017-03-16 22:33:43"
"2274","St. Thomas Aquinas Catholic School","381 Grove Drive","","Spruce Grove","AB","T7X2Y9","(780) 962-1585","Separate","53.556999037926","-113.88946250066","2017-03-16 21:15:31","0048","0","0","0","0","0","132","125","126","111","0","0","0","0","494","2012","2013","2017-03-16 22:33:43"
"2290","St. Matthew Lutheran Christian Academy","5014 - 53 Avenue","","Stony Plain","AB","T7Z1R8","(780) 963-2715","Private School","53.526253400272","-114.00934358532","2017-03-16 21:15:31","9018","18","14","8","11","17","12","11","6","10","2","0","0","0","109","2012","2013","2017-03-16 22:33:44"
"2293","Parkland Immanuel Christian School","21304 - 35 Avenue N.W.","","Edmonton","AB","T6M2P6","(780) 444-6443","Private School","53.469727487377","-113.68492550066","2017-03-16 21:15:31","9092","31","26","24","34","19","20","21","11","21","13","10","13","11","254","2012","2013","2017-03-16 22:33:44"
"2299","Living Waters Christian Academy","5 Grove Drive W.","","Spruce Grove","AB","T7X3X8","(780) 962-3331","Private School","53.558678933016","-113.93673029529","2017-03-16 21:15:31","9336","38","26","13","23","19","16","13","25","21","25","14","16","20","269","2012","2013","2017-03-16 22:33:44"
"2501","Bon Accord Community School","Box 300","","Bon Accord","AB","T0A0K0","(780) 921-3559","Public","53.833237124017","-113.42099700632","2017-03-16 21:15:31","1110","66","46","42","30","40","0","0","0","0","0","0","0","0","224","2012","2013","2017-03-16 22:33:42"
"2502","Camilla School","#146, 26500 Hwy 44","","Sturgeon County","AB","T8R0J3","(780) 939-2074","Public","53.776196893624","-113.8423798078","2017-03-16 21:15:31","1110","72","39","41","37","49","48","39","49","37","51","0","0","0","462","2012","2013","2017-03-16 22:33:42"
"2504","Gibbons School","Box 840","","Gibbons","AB","T0A1N0","(780) 923-2240","Public","53.830110619739","-113.32643963862","2017-03-16 21:15:31","1110","0","0","0","0","1","59","47","50","60","58","0","0","0","275","2012","2013","2017-03-16 22:33:42"
"2506","Sturgeon Heights School","50 Hogan Road","","St. Albert","AB","T8N1M8","(780) 459-3990","Public","53.654454689129","-113.66541959105","2017-03-16 21:15:31","1110","130","40","23","27","32","27","32","27","39","27","0","0","0","404","2012","2013","2017-03-16 22:33:42"
"2507","Namao School","#2, 24400 Hwy 37","","Sturgeon County","AB","T8T0E9","(780) 973-9191","Public","53.716665287826","-113.49674885989","2017-03-16 21:15:31","1110","98","44","36","36","32","34","52","33","54","44","0","0","0","463","2012","2013","2017-03-16 22:33:42"
"2508","Morinville Colony School","56430 Hwy 44","","Morinville","AB","T8R1P5","(780) 939-2012","Public","53.799681255756","-113.65394342939","2017-03-16 21:15:31","1110","2","2","2","5","2","2","0","2","0","0","0","0","0","17","2012","2013","2017-03-16 22:33:42"
"2509","Oak Hill School","Box 488","","Bon Accord","AB","T0A0K0","(780) 921-3011","Public","53.834542973056","-113.41584113004","2017-03-16 21:15:31","1110","0","0","0","0","1","1","4","6","9","7","0","0","0","28","2012","2013","2017-03-16 22:33:42"
"2510","Sturgeon Composite High School","#30 - 24400 HWY 37","","Sturgeon County","AB","T8T0E9","(780) 973-3301","Public","53.717268447723","-113.48518317462","2017-03-16 21:15:31","1110","0","0","0","0","0","0","0","0","0","0","281","280","261","822","2012","2013","2017-03-16 22:33:42"
"2512","Landing Trail School","Box 1050","","Gibbons","AB","T0A1N0","(780) 923-2898","Public","53.812440724058","-113.3343467908","2017-03-16 21:15:31","1110","122","87","82","70","72","0","0","0","0","0","0","0","0","433","2012","2013","2017-03-16 22:33:42"
"2513","Ochre Park School","Box 30","","Redwater","AB","T0A2W0","(780) 942-2902","Public","53.952326454556","-113.13600243314","2017-03-16 21:15:31","1110","74","44","40","34","32","0","0","0","0","0","0","0","0","224","2012","2013","2017-03-16 22:33:42"
"2514","Lilian Schick School","Box 689","","Bon Accord","AB","T0A0K0","(780) 921-2200","Public","53.838788679576","-113.40011466804","2017-03-16 21:15:31","1110","0","0","0","0","0","48","43","58","61","51","0","0","0","261","2012","2013","2017-03-16 22:33:42"
"2516","Sturgeon Learning Centre","Box 300","","Gibbons","AB","T0A1N0","(780) 923-2443","Public","53.830775470327","-113.32834937144","2017-03-16 21:15:31","1110","0","0","0","0","0","0","0","0","0","0","3","11","41","55","2012","2013","2017-03-16 22:33:42"
"2535","Legal School","P.O. Box 120","","Legal","AB","T0G1L0","(780) 961-3791","Separate","53.950735992178","-113.59030126204","2017-03-16 21:15:31","4077","18","21","18","12","21","18","16","21","17","14","0","0","0","176","2012","2013","2017-03-16 22:33:43"
"2536","Ecole Citadelle","P.O. Box 28","5111 - 46 Street","Legal","AB","T0G1L0","(780) 961-3557","Francophone","53.950547083314","-113.5886146527","2017-03-16 21:15:31","8040","28","20","10","20","15","20","11","9","12","8","0","0","0","153","2012","2013","2017-03-16 22:33:44"
"2537","Ecole La Mission","46 Heritage Drive","","St. Albert","AB","T8N7J5","(780) 459-9568","Francophone","53.60833","-113.626131","2017-03-16 21:15:31","8040","25","26","20","18","12","24","17","0","0","0","0","0","0","142","2012","2013","2017-03-16 22:33:44"
"2540","Leo Nickerson Elementary","10 Sycamore Avenue","","St. Albert","AB","T8N0K3","(780) 459-4426","Public","53.629460173535","-113.60744629696","2017-03-16 21:15:31","7020","122","103","88","77","85","59","51","0","0","0","0","0","0","585","2012","2013","2017-03-16 22:33:42"
"2541","Paul Kane High School","12 Cunningham Road","","St. Albert","AB","T8N2E9","(780) 459-4405","Public","53.632585847942","-113.6117512295","2017-03-16 21:15:31","7020","0","0","0","0","0","0","0","0","0","0","271","299","289","859","2012","2013","2017-03-16 22:33:42"
"2542","Sir Alexander Mackenzie School","61 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G5","(780) 459-4467","Public","53.636045691476","-113.6118944397","2017-03-16 21:15:31","7020","79","84","88","90","89","89","87","0","0","0","0","0","0","606","2012","2013","2017-03-16 22:33:42"
"2543","Sir George Simpson Junior High","50 Grosvenor Boulevard","","St. Albert","AB","T8N0X6","(780) 459-4456","Public","53.621092642821","-113.62454164418","2017-03-16 21:15:31","7020","0","0","0","0","0","0","0","174","172","202","0","0","0","548","2012","2013","2017-03-16 22:33:42"
"2544","Robert Rundle Elementary","50A Grosvenor Boulevard","","St. Albert","AB","T8N0X6","(780) 459-4475","Public","53.621518996136","-113.62473476323","2017-03-16 21:15:31","7020","38","30","44","32","39","24","34","0","0","0","0","0","0","241","2012","2013","2017-03-16 22:33:42"
"2545","Lorne Akins Junior High School","4 Fairview Boulevard","","St. Albert","AB","T8N2G1","(780) 460-3728","Public","53.634228462124","-113.60776649525","2017-03-16 21:15:31","7020","0","0","0","0","0","0","0","125","148","150","0","0","0","423","2012","2013","2017-03-16 22:33:42"
"2546","Ronald Harvey Elementary","15 Langley Avenue","","St. Albert","AB","T8N1S4","(780) 459-5541","Public","53.641155197565","-113.64193474736","2017-03-16 21:15:31","7020","50","41","47","40","53","50","30","0","0","0","0","0","0","311","2012","2013","2017-03-16 22:33:42"
"2550","William D Cuts School","149 Larose Drive","","St. Albert","AB","T8N2X7","(780) 458-8585","Public","53.648041382512","-113.6444502123","2017-03-16 21:15:31","7020","0","0","0","0","0","0","0","80","72","96","0","0","0","248","2012","2013","2017-03-16 22:33:42"
"2551","Wild Rose Elementary School","58 Grenfell Avenue","","St. Albert","AB","T8N2Z9","(780) 460-3737","Public","53.620194909229","-113.63621083069","2017-03-16 21:15:31","7020","14","25","27","28","32","33","20","0","0","0","0","0","0","179","2012","2013","2017-03-16 22:33:42"
"2552","Elmer S Gish School","75 Akins Drive","","St. Albert","AB","T8N3A5","(780) 459-7766","Public","53.631586","-113.586325","2017-03-16 21:15:31","7020","66","85","55","58","54","61","59","55","59","50","0","0","0","602","2012","2013","2017-03-16 22:33:42"
"2554","Keenooshayo Elementary School","40 Woodlands Road","","St. Albert","AB","T8N3X3","(780) 459-3114","Public","53.647987065232","-113.60286881615","2017-03-16 21:15:31","7020","39","36","45","46","42","43","53","0","0","0","0","0","0","304","2012","2013","2017-03-16 22:33:42"
"2556","Bellerose Composite High School","49 Giroux Road","","St. Albert","AB","T8N6N4","(780) 460-8490","Public","53.647942548995","-113.65912632408","2017-03-16 21:15:31","7020","0","0","0","0","0","0","0","0","0","0","341","367","367","1075","2012","2013","2017-03-16 22:33:42"
"2557","Muriel Martin Elementary School","110 Deer Ridge Drive","","St. Albert","AB","T8N5Z3","(780) 458-0205","Public","53.656135","-113.650131","2017-03-16 21:15:31","7020","75","72","90","95","78","80","79","0","0","0","0","0","0","569","2012","2013","2017-03-16 22:33:42"
"2558","St. Albert Public Outreach","60 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G4","(780) 458-0839","Public","53.635130993317","-113.61210192873","2017-03-16 21:15:31","7020","59","0","0","0","0","0","0","0","0","3","24","35","161","282","2012","2013","2017-03-16 22:33:42"
"2571","Notre Dame Elementary School","9717 Morinville Drive","","Morinville","AB","T8R1M1","(780) 939-4020","Separate","53.798374945732","-113.63072113663","2017-03-16 21:15:31","4077","130","108","99","94","99","0","0","0","0","0","0","0","0","530","2012","2013","2017-03-16 22:33:43"
"2572","Georges H Primeau School","811 Grandin Drive","","Morinville","AB","T8R1L7","(780) 939-3593","Separate","53.808605","-113.630325","2017-03-16 21:15:31","4077","0","0","0","0","0","113","108","125","130","0","0","0","0","476","2012","2013","2017-03-16 22:33:43"
"2574","St. Gabriel Cyber School","202 Mission Hill Plaza","398 St. Albert Trail","St. Albert","AB","T8N5J9","(780) 459-6616","Separate","53.644814920192","-113.62842142593","2017-03-16 21:15:31","4077","0","0","0","0","0","0","0","0","0","1","129","117","106","353","2012","2013","2017-03-16 22:33:43"
"2575","Albert Lacombe Catholic Elementary School","50 Gainsborough Avenue","","St. Albert","AB","T8N0W5","(780) 459-4478","Separate","53.617492585712","-113.63150110185","2017-03-16 21:15:31","4077","23","23","31","28","46","73","54","0","0","0","0","0","0","278","2012","2013","2017-03-16 22:33:43"
"2577","St. Albert Catholic High School","33 Malmo Drive","","St. Albert","AB","T8N1L5","(780) 459-7781","Separate","53.636946888808","-113.63744802038","2017-03-16 21:15:31","4077","0","0","0","0","0","0","0","0","0","0","107","84","154","345","2012","2013","2017-03-16 22:33:43"
"2578","Vital Grandin Catholic School","39 Sunset Boulevard","","St. Albert","AB","T8N0N6","(780) 459-7734","Separate","53.62702233","-113.61348111639","2017-03-16 21:15:31","4077","57","20","39","39","37","45","45","0","0","0","0","0","0","282","2012","2013","2017-03-16 22:33:43"
"2579","Vincent J Maloney Catholic School","20 Mont Clare Place","","St. Albert","AB","T8N1K9","(780) 458-1113","Separate","53.638066397076","-113.63650678043","2017-03-16 21:15:31","4077","0","0","0","0","0","0","0","168","191","185","0","0","0","544","2012","2013","2017-03-16 22:33:43"
"2580","Bertha Kennedy Catholic Community School","175 Larose Drive","","St. Albert","AB","T8N2G7","(780) 458-6101","Separate","53.646386","-113.642589","2017-03-16 21:15:31","4077","36","28","30","44","17","29","36","0","0","0","0","0","0","220","2012","2013","2017-03-16 22:33:43"
"2582","Ecole Father Jan Community School","15 Mission Avenue","","St. Albert","AB","T8N1H6","(780) 458-3300","Separate","53.635216874821","-113.62980348095","2017-03-16 21:15:31","4077","47","53","28","34","38","55","30","0","0","0","0","0","0","285","2012","2013","2017-03-16 22:33:43"
"2584","Neil M Ross Catholic School","60 Woodlands Road","","St. Albert","AB","T8N3X3","(780) 459-1244","Separate","53.646687","-113.602578","2017-03-16 21:15:31","4077","62","54","73","60","75","66","67","0","0","0","0","0","0","457","2012","2013","2017-03-16 22:33:43"
"2587","Ecole Secondaire Sainte Marguerite d'Youville","51 Boudreau Road","","St. Albert","AB","T8N6B7","(780) 459-5702","Separate","53.640789330089","-113.59888144907","2017-03-16 21:15:31","4077","0","0","0","0","0","0","0","122","107","72","29","23","39","392","2012","2013","2017-03-16 22:33:43"
"2588","Ecole Marie Poburan","100 Sir Winston Churchill Ave","","St. Albert","AB","T8N5Y2","(780) 458-1112","Separate","53.641955","-113.598025","2017-03-16 21:15:31","4077","53","66","55","44","57","57","46","0","0","0","0","0","0","378","2012","2013","2017-03-16 22:33:43"
"2589","Richard S Fowler Catholic Junior High School","65 Sir Winston Churchill Ave","","St. Albert","AB","T8N0G5","(780) 459-2644","Separate","53.637746116775","-113.60771269444","2017-03-16 21:15:31","4077","0","0","0","0","0","0","0","115","122","102","0","0","0","339","2012","2013","2017-03-16 22:33:43"
"2593","Morinville Christian School","10515 100 Avenue","","Morinville","AB","T8R1A2","(780) 939-2987","Private School","53.801385796301","-113.65610483069","2017-03-16 21:15:31","9253","7","123","108","105","107","110","107","100","96","101","73","74","123","1234","2012","2013","2017-03-16 22:33:44"
"2594","Morinville Community High School","9506 - 100 Avenue","","Morinville","AB","T8R1P6","(780) 939-6891","Separate","53.802189","-113.636491","2017-03-16 21:15:31","4077","0","0","0","0","0","0","0","0","0","141","112","120","140","513","2012","2013","2017-03-16 22:33:43"
"2623","Redwater School","Box 790","","Redwater","AB","T0A2W0","(780) 942-3625","Public","53.951074790036","-113.11194838269","2017-03-16 21:15:31","1110","0","0","0","0","0","37","31","40","41","36","32","30","45","292","2012","2013","2017-03-16 22:33:42"
"3000","Black Gold Home-Based School","3rd Floor, 1101 - 5 Street","","Nisku","AB","T9E7N3","","Public","53.310256979438","-113.53234112209","2017-03-16 21:15:31","2245","0","1","2","1","2","0","3","1","2","5","7","7","16","47","2012","2013","2017-03-16 22:33:42"
"3201","Ecole Bellevue School","5103 - 50 Avenue","","Beaumont","AB","T4X1K4","(780) 929-8663","Public","53.351980646242","-113.41846285383","2017-03-16 21:15:31","2245","150","126","129","138","48","0","0","0","0","0","0","0","0","591","2012","2013","2017-03-16 22:33:42"
"3204","Ecole J E Lapointe School","4801 - 55 Avenue","","Beaumont","AB","T4X1K2","(780) 929-5988","Public","53.356415","-113.411484","2017-03-16 21:15:31","2245","0","0","0","0","87","103","142","120","133","0","0","0","0","585","2012","2013","2017-03-16 22:33:42"
"3206","Calmar Secondary School","Box 30","","Calmar","AB","T0C0V0","(780) 985-3515","Public","53.267761097409","-113.80443804827","2017-03-16 21:15:31","2245","0","0","0","0","0","0","0","47","42","44","32","30","36","231","2012","2013","2017-03-16 22:33:42"
"3210","Caledonia Park School","3206 Coady Boulevard","","Leduc","AB","T9E7J8","(780) 986-7888","Public","53.245069","-113.526022","2017-03-16 21:15:31","2245","42","39","59","41","40","41","45","42","29","46","0","0","0","424","2012","2013","2017-03-16 22:33:42"
"3211","Ecole Corinthia Park School","127 Corinthia Drive","","Leduc","AB","T9E7J2","(780) 986-8404","Public","53.251487","-113.547246","2017-03-16 21:15:31","2245","81","69","68","70","59","58","54","0","0","0","0","0","0","459","2012","2013","2017-03-16 22:33:42"
"3212","Leduc Composite High School","4308 - 50 Street","","Leduc","AB","T9E6K8","(780) 986-2248","Public","53.256897735929","-113.55075271059","2017-03-16 21:15:31","2245","0","0","0","0","0","0","0","0","0","0","248","265","309","822","2012","2013","2017-03-16 22:33:42"
"3213","Ecole Leduc Junior High School","4412 - 48 Street","","Leduc","AB","T9E7J3","(780) 986-2184","Public","53.259343","-113.547472","2017-03-16 21:15:31","2245","0","0","0","0","0","0","0","166","184","187","0","0","0","537","2012","2013","2017-03-16 22:33:42"
"3214","East Elementary School","4503 - 45 Street","","Leduc","AB","T9E7K4","(780) 986-8421","Public","53.260298397857","-113.53968311216","2017-03-16 21:15:31","2245","51","18","19","18","21","18","25","0","0","0","0","0","0","170","2012","2013","2017-03-16 22:33:42"
"3215","Linsford Park School","4502 - 51 Street","","Leduc","AB","T9E7J7","(780) 986-8474","Public","53.260636","-113.55481","2017-03-16 21:15:31","2245","33","36","26","28","19","33","21","0","0","0","0","0","0","196","2012","2013","2017-03-16 22:33:42"
"3217","Willow Park School","5212 - 52 Street","","Leduc","AB","T9E6V6","(780) 986-8456","Public","53.267424366127","-113.55833321905","2017-03-16 21:15:31","2245","58","35","34","41","30","39","32","0","0","0","0","0","0","269","2012","2013","2017-03-16 22:33:42"
"3219","New Humble Centre School","P.O. Box 780","","Calmar","AB","T0C0V0","(780) 985-3211","Public","53.176015144709","-113.80477569321","2017-03-16 21:15:31","2245","14","13","9","10","11","9","12","0","0","0","0","0","0","78","2012","2013","2017-03-16 22:33:42"
"3220","New Sarepta Community High School","5150 Centre Street","P.O. Box 10","New Sarepta","AB","T0B3M0","(780) 941-3924","Public","53.268935383028","-113.14669083915","2017-03-16 21:15:31","2245","0","0","0","0","0","0","0","30","31","28","28","30","37","184","2012","2013","2017-03-16 22:33:42"
"3221","New Sarepta Elementary School","5051 - 2 Street S.","P.O. Box 160","New Sarepta","AB","T0B3M0","(780) 941-3927","Public","53.269333153637","-113.14544272671","2017-03-16 21:15:31","2245","46","33","24","30","30","30","27","0","0","0","0","0","0","220","2012","2013","2017-03-16 22:33:42"
"3222","Thorsby Junior Senior High School","P.O. Box 500","","Thorsby","AB","T0C2P0","(780) 789-3983","Public","53.224958053019","-114.05268242925","2017-03-16 21:15:31","2245","0","0","0","0","0","0","0","40","26","41","25","27","26","185","2012","2013","2017-03-16 22:33:42"
"3223","Thorsby Elementary School","5301 - 48 Avenue","P.O. Box 240","Thorsby","AB","T0C2P0","(780) 789-3776","Public","53.224087310087","-114.05260282247","2017-03-16 21:15:31","2245","43","48","46","34","43","35","37","0","0","0","0","0","0","286","2012","2013","2017-03-16 22:33:42"
"3224","Ecole Beau Meadow School","4322 - 44 Street","","Beaumont","AB","T4X1K3","(780) 929-2175","Public","53.348149","-113.407775","2017-03-16 21:15:31","2245","118","97","117","97","37","0","0","0","0","0","0","0","0","466","2012","2013","2017-03-16 22:33:42"
"3226","Warburg School","P.O. Box 330","","Warburg","AB","T0C2T0","(780) 848-2822","Public","53.2281589","-114.3296078","2017-03-16 21:15:31","2245","22","22","27","27","19","25","25","20","19","29","21","17","23","296","2012","2013","2017-03-16 22:33:42"
"3228","Warburg Colony School","P.O. Box 270","","Warburg","AB","T0C2T0","(780) 848-2424","Public","53.2281589","-114.3296078","2017-03-16 21:15:31","2245","0","1","1","2","2","2","1","1","0","1","0","0","0","11","2012","2013","2017-03-16 22:33:42"
"3231","Ecole Secondaire Beaumont Composite High School","5417 - 43 Avenue","","Beaumont","AB","T4X1K1","(780) 929-6282","Public","53.348527","-113.423049","2017-03-16 21:15:31","2245","0","0","0","0","0","0","0","0","0","209","189","196","225","819","2012","2013","2017-03-16 22:33:42"
"3232","Leduc Estates School","95 Alton Drive","","Leduc","AB","T9E5K4","(780) 986-6750","Public","53.258526914735","-113.58131102712","2017-03-16 21:15:31","2245","47","52","47","39","50","42","49","0","0","0","0","0","0","326","2012","2013","2017-03-16 22:33:42"
